"id","grid","cnt_all","cnt_entire_home","cnt_private_room","cnt_shared_room","avgprice_all","avgprice_entire_home","avgprice_private_room","avgprice_shared_room"
12747434,"CZ91",41,13,27,1,91.634146341463,151.53846153846,65.259259259259,25
12747935,"CZ91",41,13,27,1,91.634146341463,151.53846153846,65.259259259259,25
12749145,"CN83",73,46,26,1,180.78082191781,229.9347826087,97.5,85
12749156,"CW33",22,4,18,0,64.363636363636,105,55.333333333333,0
12751037,"CI75",86,57,29,0,184.16279069767,223.49122807018,106.86206896552,0
12751471,"DB25",14,7,6,1,106.07142857143,147.14285714286,60.833333333333,90
12752736,"CN51",41,16,25,0,123.80487804878,174.5625,91.32,0
12753144,"CO109",24,14,8,2,114.04166666667,124.78571428571,115,35
12753434,"CG66",76,44,28,4,207.51315789474,249.38636363636,159,86.5
12754199,"ES73",1,0,1,0,60,0,60,0
12755138,"CC85",131,98,29,4,225.92366412214,239.29591836735,199.41379310345,90.5
12755571,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
12757980,"CI76",147,106,41,0,172.86394557823,201.49056603774,98.853658536585,0
12758216,"CL56",62,47,15,0,174.25806451613,188.34042553191,130.13333333333,0
12759453,"EZ91",2,2,0,0,119.5,119.5,0,0
12760088,"CQ49",90,36,54,0,116.24444444444,171.58333333333,79.351851851852,0
12761910,"DN73",5,2,3,0,155.4,171.5,144.66666666667,0
12762497,"CR104",22,9,13,0,72.727272727273,101.88888888889,52.538461538462,0
12763008,"CY73",25,1,17,7,56.52,95,62.294117647059,37
12763385,"CP92",59,40,18,1,164.1186440678,207.9,73.722222222222,40
12763721,"DA102",5,2,3,0,102,180,50,0
12764005,"CZ88",46,12,34,0,80.369565217391,130.41666666667,62.705882352941,0
12764378,"CS95",52,29,22,1,101.36538461538,130.68965517241,64.590909090909,60
12764482,"CF66",52,22,30,0,191.36538461538,242.90909090909,153.56666666667,0
12765391,"CO83",127,77,49,1,160.48031496063,209.77922077922,85.061224489796,60
12765858,"CO51",74,34,39,1,133.37837837838,187.76470588235,87.333333333333,80
12772942,"CS84",116,48,68,0,113.93103448276,162.25,79.823529411765,0
12772993,"CF69",101,56,45,0,186.52475247525,230.01785714286,132.4,0
12774144,"DD59",31,9,22,0,82.483870967742,130.11111111111,63,0
12774249,"CT43",44,21,23,0,106.22727272727,141,74.478260869565,0
12774885,"DQ18",2,0,2,0,50,0,50,0
12774975,"CQ44",23,8,11,4,97.173913043478,164.25,61,62.5
12775106,"CT70",29,5,23,1,146.8275862069,153,97.521739130435,1250
12776694,"CK78",112,59,52,1,199.94642857143,247.81355932203,148.15384615385,69
12778383,"CU85",66,24,41,1,95.878787878788,138.04166666667,72.073170731707,60
12778678,"CN65",32,22,9,1,185.53125,214.59090909091,124.11111111111,99
12780475,"DA66",25,15,10,0,110.92,139,68.8,0
12780595,"CJ63",144,105,39,0,273.96527777778,273.81904761905,274.35897435897,0
12780993,"CV35",47,18,29,0,87.787234042553,133.61111111111,59.344827586207,0
12781270,"DU27",3,2,1,0,190.66666666667,262.5,47,0
12782370,"CH65",183,106,73,4,201.2131147541,248.68867924528,136.58904109589,122.5
12783632,"DJ72",8,0,7,1,68.625,0,72.571428571429,41
12786165,"CF69",101,56,45,0,186.52475247525,230.01785714286,132.4,0
12788962,"CR51",45,16,25,4,133.97777777778,206.125,102.68,41
12791778,"CT83",65,18,47,0,110.33846153846,184.16666666667,82.063829787234,0
12792132,"CJ74",67,49,17,1,229.4328358209,277.83673469388,97.529411764706,100
12793649,"CZ41",6,3,3,0,144.5,137.33333333333,151.66666666667,0
12794520,"CV35",47,18,29,0,87.787234042553,133.61111111111,59.344827586207,0
12794791,"CU36",23,9,13,1,82.652173913043,111.22222222222,66.153846153846,40
12795006,"CQ61",98,79,15,4,163.30612244898,174.84810126582,124.53333333333,80.75
12795109,"CS84",116,48,68,0,113.93103448276,162.25,79.823529411765,0
12795290,"CK80",16,6,10,0,127.9375,213.66666666667,76.5,0
12795851,"CV86",11,2,9,0,64,80.5,60.333333333333,0
12796602,"DC90",39,7,28,4,74.974358974359,181.42857142857,55.178571428571,27.25
12796750,"CQ78",30,9,21,0,148.06666666667,261.11111111111,99.619047619048,0
12797047,"CJ79",145,83,60,2,164.72413793103,213.86746987952,100.56666666667,50
12797684,"CO51",74,34,39,1,133.37837837838,187.76470588235,87.333333333333,80
12797920,"CP51",94,35,59,0,144.63829787234,259.8,76.322033898305,0
12798141,"CP46",31,7,23,1,87.483870967742,124,78.695652173913,34
12804309,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
12804693,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
12805625,"CI80",153,100,52,1,251.09150326797,330.96,101.01923076923,68
12806016,"CP108",19,14,5,0,109.47368421053,127.57142857143,58.8,0
12806177,"CT38",42,13,29,0,111.04761904762,210.30769230769,66.551724137931,0
12806356,"CQ71",14,9,5,0,151.71428571429,169.11111111111,120.4,0
12806940,"CV93",71,40,30,1,113.53521126761,140.475,57.233333333333,725
12807447,"CJ100",29,21,8,0,150.93103448276,177.2380952381,81.875,0
12810131,"CG90",32,25,7,0,154.40625,169.76,99.571428571429,0
12810210,"CR81",90,55,32,3,164.47777777778,207.05454545455,94.0625,135
12810452,"CE83",11,6,5,0,138.81818181818,159,114.6,0
12811459,"CH64",230,132,72,26,185.9652173913,242.18939393939,123.51388888889,73.461538461538
12812370,"CG66",76,44,28,4,207.51315789474,249.38636363636,159,86.5
12812504,"CR43",64,12,49,3,84.359375,165.33333333333,67.734693877551,32
12812544,"CR59",84,62,18,4,174.2380952381,200.3064516129,107.88888888889,68.75
12812577,"CI64",97,52,41,4,195.35051546392,261.07692307692,123.0243902439,82.25
12812618,"CO82",133,72,61,0,153.16541353383,207.375,89.180327868852,0
12812630,"EJ90",1,0,1,0,60,0,60,0
12813050,"CJ74",67,49,17,1,229.4328358209,277.83673469388,97.529411764706,100
12813068,"CZ92",51,19,32,0,105,185,57.5,0
12813206,"CC105",13,6,7,0,373.53846153846,104.83333333333,603.85714285714,0
12814195,"CU81",95,43,51,1,147.87368421053,228,80.274509803922,150
12814578,"CK102",13,12,1,0,147.23076923077,153.66666666667,70,0
12814685,"CP93",43,32,11,0,132.90697674419,154.21875,70.909090909091,0
12814717,"CW32",19,8,10,1,103.15789473684,121.875,62.5,360
12814991,"DE60",16,8,8,0,106.375,142,70.75,0
12814997,"CQ94",30,14,16,0,100.13333333333,138.28571428571,66.75,0
12815139,"CO95",53,39,14,0,151.03773584906,175.89743589744,81.785714285714,0
12821417,"CJ76",118,77,40,1,150.48305084746,179.44155844156,96.5,80
12823429,"CT84",92,27,65,0,105.59782608696,154.77777777778,85.169230769231,0
12825700,"CE72",112,86,26,0,213.33035714286,244.06976744186,111.65384615385,0
12826965,"EA67",3,1,2,0,68,119,42.5,0
12827123,"CJ99",46,28,18,0,154.39130434783,207.17857142857,72.277777777778,0
12827146,"DB64",21,8,12,1,95.952380952381,103.375,93.583333333333,65
12827921,"CI80",153,100,52,1,251.09150326797,330.96,101.01923076923,68
12828338,"CU41",41,16,25,0,85.634146341463,114.875,66.92,0
12829063,"CM94",23,16,7,0,234.08695652174,300.9375,81.285714285714,0
12830516,"CU79",57,32,23,2,135.91228070175,178.21875,85.478260869565,39
12830905,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
12831088,"CJ58",43,35,6,2,294.44186046512,336.57142857143,113.33333333333,100.5
12831310,"CL79",6,2,4,0,104.16666666667,180,66.25,0
12832062,"EE127",10,9,1,0,115,122.33333333333,49,0
12832227,"CO49",92,35,56,1,117.63043478261,153.85714285714,96.464285714286,35
12832371,"CP61",23,18,5,0,164.4347826087,177.5,117.4,0
12832899,"CP64",60,48,12,0,198.05,217.22916666667,121.33333333333,0
12833187,"CO64",51,39,11,1,245.47058823529,288.25641025641,108,89
12834317,"CG88",18,13,5,0,176.16666666667,212,83,0
12834386,"CP104",42,10,31,1,83.095238095238,131.5,68.645161290323,47
12834748,"CK91",41,33,8,0,167.29268292683,187.45454545455,84.125,0
12835123,"CQ83",128,63,64,1,148.0390625,205.69841269841,91.5625,130
12835664,"CX99",20,12,8,0,198.4,291.41666666667,58.875,0
12836932,"CO49",92,35,56,1,117.63043478261,153.85714285714,96.464285714286,35
12844709,"CV82",75,35,40,0,118.36,164.22857142857,78.225,0
12845862,"CQ58",15,10,4,1,167.86666666667,192.3,120,115
12845943,"DB60",24,9,15,0,98.833333333333,140,74.133333333333,0
12846033,"CC75",70,62,7,1,271.24285714286,280.27419354839,180,350
12846048,"CK98",31,19,12,0,162.48387096774,154.05263157895,175.83333333333,0
12846229,"DB65",15,3,12,0,102.6,104.66666666667,102.08333333333,0
12846584,"CQ75",75,42,32,1,262.86666666667,402.38095238095,84.25,119
12847429,"CH65",183,106,73,4,201.2131147541,248.68867924528,136.58904109589,122.5
12847720,"CL56",62,47,15,0,174.25806451613,188.34042553191,130.13333333333,0
12847902,"DA39",13,1,11,1,56.615384615385,150,47.818181818182,60
12848383,"CK104",8,7,1,0,146.625,159,60,0
12850186,"CB83",10,4,6,0,816.8,1856,124,0
12850887,"DI98",4,1,3,0,85.25,133,69.333333333333,0
12850911,"CD80",35,27,8,0,506.85714285714,607.14814814815,168.375,0
12851015,"CN66",44,36,7,1,205.54545454545,231.36111111111,91.428571428571,75
12851100,"DC61",16,9,7,0,105.1875,124.88888888889,79.857142857143,0
12851307,"CR83",106,47,59,0,155.42452830189,208.29787234043,113.30508474576,0
12851607,"CN50",97,28,66,3,118.30927835052,213.14285714286,80.575757575758,63.333333333333
12852083,"CI93",31,23,8,0,194.48387096774,218.5652173913,125.25,0
12852935,"CH64",230,132,72,26,185.9652173913,242.18939393939,123.51388888889,73.461538461538
12853281,"CM67",50,26,23,1,282.66,282.42307692308,290.91304347826,99
12853330,"CV43",34,5,29,0,98.058823529412,132,92.206896551724,0
12854022,"CY90",41,13,28,0,103.43902439024,129.92307692308,91.142857142857,0
12854724,"CE72",112,86,26,0,213.33035714286,244.06976744186,111.65384615385,0
12854734,"CE72",112,86,26,0,213.33035714286,244.06976744186,111.65384615385,0
12855469,"CR57",38,23,12,3,233.18421052632,317.73913043478,106.58333333333,91.333333333333
12855923,"CS42",63,31,31,1,116.28571428571,157.77419354839,77.387096774194,36
12856181,"CD76",126,101,25,0,243.71428571429,275.29702970297,116.12,0
12856529,"CK64",31,21,10,0,487,567.90476190476,317.1,0
12856720,"CU68",12,7,4,1,135.75,161.71428571429,86.75,150
12856992,"CY73",25,1,17,7,56.52,95,62.294117647059,37
12862929,"CK70",80,61,17,2,233.275,268.67213114754,125.35294117647,71
12863594,"CT97",31,17,14,0,105.77419354839,132.88235294118,72.857142857143,0
12863815,"CD75",147,125,22,0,264.15646258503,285,145.72727272727,0
12864095,"CJ92",23,18,4,1,249.78260869565,288.38888888889,88.5,200
12864193,"CL59",9,6,3,0,234.22222222222,284.16666666667,134.33333333333,0
12864784,"CD77",67,51,16,0,212.29850746269,238.37254901961,129.1875,0
12864971,"DD58",18,10,8,0,111.44444444444,153.2,59.25,0
12865332,"CP50",55,17,38,0,151.81818181818,223.41176470588,119.78947368421,0
12865981,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
12867918,"CQ62",60,41,17,2,166.7,188.21951219512,123.23529411765,95
12867950,"DC57",4,2,2,0,84.25,124,44.5,0
12868264,"CX92",80,19,61,0,76.575,136.84210526316,57.803278688525,0
12869174,"CQ109",12,6,6,0,86.083333333333,121.33333333333,50.833333333333,0
12869561,"CE73",83,75,7,1,218.85542168675,230.09333333333,122.57142857143,50
12869567,"CF68",43,34,9,0,203.3023255814,230.35294117647,101.11111111111,0
12869662,"CQ81",139,69,69,1,158.05755395683,220.26086956522,96.695652173913,100
12869679,"CR83",106,47,59,0,155.42452830189,208.29787234043,113.30508474576,0
12869930,"CF64",59,51,6,2,211.76271186441,224.70588235294,94.166666666667,234.5
12870344,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
12871039,"CG63",66,33,29,4,183.80303030303,232.0303030303,131.34482758621,166.25
12871310,"DB92",41,14,27,0,76.463414634146,110.57142857143,58.777777777778,0
12871708,"CV30",11,8,3,0,123.45454545455,140.5,78,0
12872882,"CS85",39,15,24,0,107.4358974359,151.86666666667,79.666666666667,0
12873159,"CH69",23,15,8,0,191.52173913043,234.2,111.5,0
12873930,"CK56",55,27,24,4,165.16363636364,233.07407407407,106.29166666667,60
12874443,"CR80",53,41,12,0,200.09433962264,230.73170731707,95.416666666667,0
12874666,"CP81",103,57,46,0,163.63106796117,222.31578947368,90.913043478261,0
12874869,"CF74",37,22,15,0,282.67567567568,318.13636363636,230.66666666667,0
12876883,"CF109",8,2,3,3,63.875,117.5,58.666666666667,33.333333333333
12881611,"CS77",31,18,13,0,137.25806451613,166.72222222222,96.461538461538,0
12881712,"CM69",44,37,7,0,214.29545454545,226.21621621622,151.28571428571,0
12882914,"CJ73",94,78,14,2,210.72340425532,221.19230769231,118.42857142857,448.5
12883073,"CI78",97,66,30,1,176.30927835052,209.15151515152,107.1,85
12884594,"CE73",83,75,7,1,218.85542168675,230.09333333333,122.57142857143,50
12885249,"DC92",81,21,59,1,84.925925925926,154,61.440677966102,20
12885472,"DF85",17,5,7,5,71.470588235294,102.8,73.571428571429,37.2
12885921,"CG71",55,37,18,0,226.69090909091,273.94594594595,129.55555555556,0
12886345,"CD76",126,101,25,0,243.71428571429,275.29702970297,116.12,0
12886380,"CR59",84,62,18,4,174.2380952381,200.3064516129,107.88888888889,68.75
12887457,"CM66",26,16,9,1,214.61538461538,241.1875,184.22222222222,63
12888052,"CI65",119,83,34,2,284.26890756303,330.5421686747,184.29411764706,63.5
12888849,"CI71",52,30,19,3,367.90384615385,458.86666666667,266.84210526316,98.333333333333
12891996,"CF71",70,53,16,1,229.98571428571,249.32075471698,177.4375,46
12892861,"CO91",22,15,7,0,178.31818181818,217.2,95,0
12895146,"CR49",62,24,38,0,118.35483870968,163.91666666667,89.578947368421,0
12897133,"CH64",230,132,72,26,185.9652173913,242.18939393939,123.51388888889,73.461538461538
12897616,"CN50",97,28,66,3,118.30927835052,213.14285714286,80.575757575758,63.333333333333
12897713,"CF69",101,56,45,0,186.52475247525,230.01785714286,132.4,0
12897946,"CQ104",37,15,21,1,71.918918918919,91.733333333333,60,25
12898943,"CP99",19,9,9,1,99.052631578947,133.88888888889,70.111111111111,46
12898987,"CI99",35,20,15,0,148.14285714286,196.6,83.533333333333,0
12899112,"CU56",25,8,17,0,107.72,190.375,68.823529411765,0
12900284,"DJ72",8,0,7,1,68.625,0,72.571428571429,41
12901480,"CY87",85,27,57,1,95.964705882353,152.33333333333,70.070175438596,50
12902256,"CH82",89,39,47,3,141.15730337079,204.33333333333,94.340425531915,53.333333333333
12902467,"CK77",97,57,39,1,180.53608247423,235.73684210526,102.82051282051,65
12902686,"BU117",8,6,2,0,111.25,129.16666666667,57.5,0
12903772,"CM54",28,23,5,0,175.89285714286,187.26086956522,123.6,0
12904061,"CT56",12,4,8,0,169.16666666667,141.75,182.875,0
12904840,"BW112",11,4,7,0,131.36363636364,272.5,50.714285714286,0
12905314,"CU36",23,9,13,1,82.652173913043,111.22222222222,66.153846153846,40
12905446,"CI100",27,22,5,0,176.40740740741,195.72727272727,91.4,0
12911110,"CM56",42,35,7,0,305.07142857143,339.85714285714,131.14285714286,0
12912510,"CQ81",139,69,69,1,158.05755395683,220.26086956522,96.695652173913,100
12913007,"CO93",62,35,27,0,171.16129032258,237.71428571429,84.888888888889,0
12914082,"CD79",48,30,18,0,380.625,519.93333333333,148.44444444444,0
12914239,"BH110",4,0,4,0,58,0,58,0
12914669,"CU48",63,41,20,2,160.28571428571,196.31707317073,87.7,147.5
12914726,"CD76",126,101,25,0,243.71428571429,275.29702970297,116.12,0
12914749,"CS43",21,11,9,1,107.14285714286,152,59.222222222222,45
12915038,"CW102",10,1,9,0,57,80,54.444444444444,0
12915074,"CR81",90,55,32,3,164.47777777778,207.05454545455,94.0625,135
12915928,"CX99",20,12,8,0,198.4,291.41666666667,58.875,0
12916073,"DM98",8,5,3,0,87.125,106.4,55,0
12916138,"CT52",25,11,13,1,122.08,173.27272727273,84.307692307692,50
12916189,"CF101",26,16,10,0,120.03846153846,151.5625,69.6,0
12916646,"CG66",76,44,28,4,207.51315789474,249.38636363636,159,86.5
12916955,"CS94",49,33,16,0,122.36734693878,144.69696969697,76.3125,0
12917057,"CI79",127,75,50,2,182.64566929134,209.68,140.06,233.5
12917422,"CQ43",59,16,40,3,90.694915254237,163.375,60.425,106.66666666667
12917834,"CF65",95,70,25,0,261.18947368421,285.7,192.56,0
12924969,"DA92",53,17,36,0,193.30188679245,444.29411764706,74.777777777778,0
12926448,"CO84",36,15,21,0,148.77777777778,222.33333333333,96.238095238095,0
12926849,"CS78",40,17,22,1,105.2,146.94117647059,75.681818181818,45
12927770,"CQ72",8,7,1,0,186,202.57142857143,70,0
12929852,"CT42",83,26,57,0,116.79518072289,237.73076923077,61.631578947368,0
12932186,"CS46",19,13,6,0,122.26315789474,133.30769230769,98.333333333333,0
12932670,"DZ69",7,0,7,0,52.142857142857,0,52.142857142857,0
12933540,"DN39",2,0,1,1,50,0,49,51
12936207,"CW91",31,18,13,0,114.09677419355,157.38888888889,54.153846153846,0
12941015,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
12941306,"CO96",48,26,22,0,135.20833333333,151.34615384615,116.13636363636,0
12941586,"CM53",40,20,19,1,166.525,248.7,85.105263157895,70
12945400,"CS83",87,37,48,2,141.50574712644,181.35135135135,109.1875,180
12947454,"CL57",36,32,4,0,188.30555555556,203.78125,64.5,0
12947660,"CI77",178,121,57,0,191.44382022472,231.26446280992,106.91228070175,0
12947670,"CK72",74,52,21,1,180.04054054054,210.19230769231,112.28571428571,35
12949605,"CW92",29,18,9,2,126.58620689655,168.16666666667,65.444444444444,27.5
12949840,"DB91",54,20,34,0,91.518518518519,149,57.705882352941,0
12949937,"CG80",84,50,34,0,182.54761904762,230.88,111.47058823529,0
12950979,"DA26",15,10,5,0,102.26666666667,124.8,57.2,0
12950997,"DA91",48,14,33,1,89.208333333333,156.5,61.090909090909,75
12951215,"CE64",22,19,3,0,276.54545454545,290.94736842105,185.33333333333,0
12951417,"DA91",48,14,33,1,89.208333333333,156.5,61.090909090909,75
12953106,"CJ86",9,6,3,0,144.55555555556,175.16666666667,83.333333333333,0
12953234,"CG64",182,129,48,5,177.52747252747,207.2480620155,110.77083333333,51.6
12953717,"CJ104",1,0,1,0,72,0,72,0
12953757,"CX86",42,12,30,0,82.214285714286,139.16666666667,59.433333333333,0
12953862,"CV92",49,36,13,0,121.83673469388,145.52777777778,56.230769230769,0
12953867,"CZ86",56,18,38,0,90.982142857143,158.61111111111,58.947368421053,0
12954148,"CP50",55,17,38,0,151.81818181818,223.41176470588,119.78947368421,0
12954498,"CG71",55,37,18,0,226.69090909091,273.94594594595,129.55555555556,0
12955262,"CR44",29,7,21,1,84.344827586207,146.71428571429,64.47619047619,65
12955281,"CU87",23,4,15,4,76.826086956522,178.5,60.866666666667,35
12955346,"CF90",19,17,2,0,191.52631578947,195.52941176471,157.5,0
12955402,"CT79",34,20,12,2,134.47058823529,177.05,79.666666666667,37.5
12955453,"CQ63",47,23,22,2,130.08510638298,173.04347826087,86.090909090909,120
12955454,"CS40",62,13,48,1,85.887096774194,158.53846153846,66.645833333333,65
12955940,"DG31",2,0,2,0,37,0,37,0
12955943,"CS84",116,48,68,0,113.93103448276,162.25,79.823529411765,0
12956122,"CJ58",43,35,6,2,294.44186046512,336.57142857143,113.33333333333,100.5
12956315,"DA60",11,6,5,0,107.45454545455,132,78,0
12958663,"CA84",53,38,15,0,191.7358490566,218.39473684211,124.2,0
12962482,"CZ86",56,18,38,0,90.982142857143,158.61111111111,58.947368421053,0
12962798,"CJ77",149,100,49,0,191.1744966443,205.98,160.95918367347,0
12963341,"CH78",129,83,45,1,171.86046511628,204.77108433735,113.22222222222,79
12964477,"BZ110",7,2,5,0,56.285714285714,96.5,40.2,0
12964763,"CF63",12,10,2,0,183.25,189.9,150,0
12965288,"CW63",5,4,1,0,111,118.75,80,0
12965883,"CV33",29,6,21,2,73.379310344828,108.66666666667,64.142857142857,64.5
12966225,"AW134",1,1,0,0,78,78,0,0
12966504,"CQ80",123,85,38,0,169.88617886179,204.23529411765,93.052631578947,0
12966707,"CO51",74,34,39,1,133.37837837838,187.76470588235,87.333333333333,80
12966771,"CI64",97,52,41,4,195.35051546392,261.07692307692,123.0243902439,82.25
12966974,"CF73",71,57,13,1,293.32394366197,334.59649122807,115.69230769231,250
12967227,"CM56",42,35,7,0,305.07142857143,339.85714285714,131.14285714286,0
12969014,"CJ57",46,35,11,0,192.73913043478,192.05714285714,194.90909090909,0
12969574,"CO81",87,54,32,1,257.6091954023,360.40740740741,88.59375,115
12970866,"CO104",26,14,11,1,91.653846153846,123.78571428571,51.363636363636,85
12971882,"CO90",22,17,5,0,151.54545454545,173.76470588235,76,0
12972040,"CK69",73,60,11,2,188.35616438356,206.78333333333,113.18181818182,49
12972292,"DH80",1,0,1,0,58,0,58,0
12972320,"CN50",97,28,66,3,118.30927835052,213.14285714286,80.575757575758,63.333333333333
12972533,"CH81",76,51,25,0,158.11842105263,185,103.28,0
12972783,"DI79",1,0,1,0,58,0,58,0
12973288,"DH79",1,0,1,0,60,0,60,0
12973353,"DZ85",3,0,2,1,52.666666666667,0,57.5,43
12973363,"CO96",48,26,22,0,135.20833333333,151.34615384615,116.13636363636,0
12973819,"CP104",42,10,31,1,83.095238095238,131.5,68.645161290323,47
12973878,"CF106",3,0,3,0,44.666666666667,0,44.666666666667,0
12973927,"CU87",23,4,15,4,76.826086956522,178.5,60.866666666667,35
12974423,"CZ87",92,24,67,1,88.391304347826,153.58333333333,65.850746268657,34
12979100,"CD84",50,37,13,0,220.02,251.72972972973,129.76923076923,0
12981106,"CP90",89,34,53,2,95.730337078652,143.52941176471,67.566037735849,29.5
12983699,"CS60",81,63,18,0,168.59259259259,187.79365079365,101.38888888889,0
12983995,"CO50",68,18,46,4,154.01470588235,299.83333333333,98.695652173913,134
12984506,"DD92",29,4,24,1,85.310344827586,250.75,59.625,40
12984535,"CK104",8,7,1,0,146.625,159,60,0
12984848,"CR74",44,27,17,0,149.84090909091,177.18518518519,106.41176470588,0
12984851,"CG80",84,50,34,0,182.54761904762,230.88,111.47058823529,0
12985547,"CQ61",98,79,15,4,163.30612244898,174.84810126582,124.53333333333,80.75
12986700,"CQ79",20,14,6,0,280.6,225.21428571429,409.83333333333,0
12986728,"CR42",90,20,69,1,124.02222222222,286.4,77.304347826087,100
12987298,"CJ101",23,13,9,1,147.5652173913,164.38461538462,133.55555555556,55
12987983,"DD86",21,1,19,1,54.380952380952,120,52.210526315789,30
12988054,"DC86",40,8,32,0,76.175,148.75,58.03125,0
12988898,"DK29",3,0,2,1,60.333333333333,0,25.5,130
12989612,"CG70",50,29,19,2,263.12,347,155.31578947368,71
12989767,"CD70",54,39,14,1,239.94444444444,284.53846153846,127.85714285714,70
12990051,"CH65",183,106,73,4,201.2131147541,248.68867924528,136.58904109589,122.5
12990172,"CP45",45,16,29,0,88.355555555556,125.6875,67.758620689655,0
12990232,"DF90",15,3,12,0,74.333333333333,145,56.666666666667,0
12990502,"DA61",18,11,7,0,97.333333333333,119.72727272727,62.142857142857,0
12990578,"CG67",63,45,17,1,236.66666666667,251.51111111111,196,260
12990587,"CX99",20,12,8,0,198.4,291.41666666667,58.875,0
12990926,"DA62",26,15,11,0,108.80769230769,135.8,72,0
12995569,"CI62",76,45,27,4,268.96052631579,235.08888888889,354.07407407407,75.5
12999167,"CH79",100,58,40,2,162.52,202.60344827586,109.45,61.5
12999396,"CB96",14,11,2,1,165.85714285714,191.81818181818,87,38
13000007,"CG91",28,21,7,0,143.96428571429,167.04761904762,74.714285714286,0
13000020,"CJ80",46,24,21,1,174.23913043478,224.625,121.85714285714,65
13000257,"CP81",103,57,46,0,163.63106796117,222.31578947368,90.913043478261,0
13000483,"CP95",30,12,17,1,99.966666666667,155.83333333333,62.941176470588,59
13000527,"CG83",19,6,13,0,122.78947368421,170,101,0
13000571,"CG75",22,18,4,0,599.90909090909,696,167.5,0
13001082,"CT54",57,25,30,2,112.68421052632,151.52,84.666666666667,47.5
13003338,"CJ71",86,64,17,5,236.77906976744,266.28125,179.23529411765,54.8
13004741,"CW34",20,2,17,1,78.9,182.5,64,125
13004961,"CT49",37,23,13,1,190.97297297297,250.69565217391,95,65
13004967,"CT49",37,23,13,1,190.97297297297,250.69565217391,95,65
13004996,"EE127",10,9,1,0,115,122.33333333333,49,0
13006002,"CN89",41,28,13,0,160.75609756098,193.75,89.692307692308,0
13006794,"CO51",74,34,39,1,133.37837837838,187.76470588235,87.333333333333,80
13007629,"CF82",52,23,28,1,134.63461538462,185.82608695652,95.5,53
13007839,"CU99",7,3,4,0,96.714285714286,146.66666666667,59.25,0
13007925,"CS107",34,12,12,10,71.147058823529,110.91666666667,65.916666666667,29.7
13009244,"CE73",83,75,7,1,218.85542168675,230.09333333333,122.57142857143,50
13013882,"CU84",118,47,70,1,114.3813559322,180.74468085106,70.714285714286,52
13014556,"CR97",58,25,32,1,105.27586206897,146.36,75.71875,24
13015322,"CF82",52,23,28,1,134.63461538462,185.82608695652,95.5,53
13016082,"CR55",20,5,15,0,114.85,169.8,96.533333333333,0
13016230,"CN109",13,7,6,0,172.15384615385,131.42857142857,219.66666666667,0
13016389,"CG74",22,17,5,0,257.09090909091,289.47058823529,147,0
13016411,"CC85",131,98,29,4,225.92366412214,239.29591836735,199.41379310345,90.5
13016417,"CK72",74,52,21,1,180.04054054054,210.19230769231,112.28571428571,35
13017016,"CD78",70,48,21,1,200.97142857143,239.66666666667,112.80952380952,195
13017140,"CP45",45,16,29,0,88.355555555556,125.6875,67.758620689655,0
13018125,"CE71",87,67,19,1,221.04597701149,250.17910447761,125.47368421053,85
13018127,"CO84",36,15,21,0,148.77777777778,222.33333333333,96.238095238095,0
13018248,"CP84",44,15,28,1,127.20454545455,207.73333333333,86.107142857143,70
13018811,"CT43",44,21,23,0,106.22727272727,141,74.478260869565,0
13019053,"CH77",124,70,51,3,189.08064516129,250.47142857143,112.74509803922,54.333333333333
13019333,"CL64",28,10,18,0,310.82142857143,319.3,306.11111111111,0
13019720,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
13019851,"CN89",41,28,13,0,160.75609756098,193.75,89.692307692308,0
13020422,"CP82",102,54,47,1,161.24509803922,235.75925925926,78.31914893617,35
13023771,"CR103",20,7,13,0,98.25,165,62.307692307692,0
13025960,"CQ91",68,22,46,0,112.39705882353,163.22727272727,88.086956521739,0
13026702,"CH80",143,88,53,2,164.93706293706,203.75,103.39622641509,88
13027365,"DG86",10,7,3,0,149.1,175.85714285714,86.666666666667,0
13027960,"CQ104",37,15,21,1,71.918918918919,91.733333333333,60,25
13028533,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
13030999,"CB85",165,142,22,1,274.44848484848,263.83098591549,310,1000
13031184,"CH100",36,24,12,0,138.66666666667,163.29166666667,89.416666666667,0
13031383,"CT84",92,27,65,0,105.59782608696,154.77777777778,85.169230769231,0
13031826,"CQ96",58,30,28,0,100.25862068966,130.33333333333,68.035714285714,0
13031854,"CR97",58,25,32,1,105.27586206897,146.36,75.71875,24
13032261,"CL68",73,37,36,0,346,308.45945945946,384.58333333333,0
13033170,"CS83",87,37,48,2,141.50574712644,181.35135135135,109.1875,180
13033376,"CP104",42,10,31,1,83.095238095238,131.5,68.645161290323,47
13037692,"CG65",147,88,58,1,228.24489795918,300.125,121.39655172414,100
